3718,"[1, 59, 10, 3, 56, 17, 33, 55, 29, 52, 15, 39, 22, 24, 21, 38, 32, 19, 47, 53, 43, 31, 48, 6, 58, 36, 14, 37, 8, 20, 11, 4, 18, 26, 45, 30, 42, 51, 57, 34, 49, 44, 46, 0, 25, 9, 50, 2, 40, 28, 12, 16, 41, 54, 5, 35, 7, 23, 13, 27]",True
3727,"[22, 39, 17, 36, 35, 16, 51, 15, 14, 59, 7, 19, 11, 0, 28, 24, 43, 12, 26, 29, 30, 18, 38, 56, 57, 48, 45, 27, 40, 46, 3, 21, 58, 41, 52, 6, 9, 53, 4, 42, 34, 1, 47, 2, 31, 13, 5, 44, 55, 54, 10, 32, 20, 37, 50, 8, 33, 25, 23, 49]",True
3727,"[22, 39, 17, 36, 35, 16, 51, 15, 14, 59, 7, 19, 11, 0, 28, 24, 43, 12, 26, 29, 30, 18, 38, 56, 57, 48, 45, 27, 40, 46, 3, 21, 58, 41, 52, 6, 9, 53, 4, 42, 34, 1, 47, 2, 31, 13, 5, 44, 55, 54, 10, 32, 20, 37, 50, 8, 33, 25, 23, 49]",True
3727,"[22, 39, 17, 36, 35, 16, 51, 15, 14, 59, 7, 19, 11, 0, 28, 24, 43, 12, 26, 29, 30, 18, 38, 56, 57, 48, 45, 27, 40, 46, 3, 21, 58, 41, 52, 6, 9, 53, 4, 42, 34, 1, 47, 2, 31, 13, 5, 44, 55, 54, 10, 32, 20, 37, 50, 8, 33, 25, 23, 49]",True
3727,"[22, 39, 17, 36, 35, 16, 51, 15, 14, 59, 7, 19, 11, 0, 28, 24, 43, 12, 26, 29, 30, 18, 38, 56, 57, 48, 45, 27, 40, 46, 3, 21, 58, 41, 52, 6, 9, 53, 4, 42, 34, 1, 47, 2, 31, 13, 5, 44, 55, 54, 10, 32, 20, 37, 50, 8, 33, 25, 23, 49]",True
3727,"[22, 39, 17, 36, 35, 16, 51, 15, 14, 59, 7, 19, 11, 0, 28, 24, 43, 12, 26, 29, 30, 18, 38, 56, 57, 48, 45, 27, 40, 46, 3, 21, 58, 41, 52, 6, 9, 53, 4, 42, 34, 1, 47, 2, 31, 13, 5, 44, 55, 54, 10, 32, 20, 37, 50, 8, 33, 25, 23, 49]",True
3727,"[22, 39, 17, 36, 35, 16, 51, 15, 14, 59, 7, 19, 11, 0, 28, 24, 43, 12, 26, 29, 30, 18, 38, 56, 57, 48, 45, 27, 40, 46, 3, 21, 58, 41, 52, 6, 9, 53, 4, 42, 34, 1, 47, 2, 31, 13, 5, 44, 55, 54, 10, 32, 20, 37, 50, 8, 33, 25, 23, 49]",True
3727,"[22, 39, 17, 36, 35, 16, 51, 15, 14, 59, 7, 19, 11, 0, 28, 24, 43, 12, 26, 29, 30, 18, 38, 56, 57, 48, 45, 27, 40, 46, 3, 21, 58, 41, 52, 6, 9, 53, 4, 42, 34, 1, 47, 2, 31, 13, 5, 44, 55, 54, 10, 32, 20, 37, 50, 8, 33, 25, 23, 49]",True
3727,"[22, 39, 17, 36, 35, 16, 51, 15, 14, 59, 7, 19, 11, 0, 28, 24, 43, 12, 26, 29, 30, 18, 38, 56, 57, 48, 45, 27, 40, 46, 3, 21, 58, 41, 52, 6, 9, 53, 4, 42, 34, 1, 47, 2, 31, 13, 5, 44, 55, 54, 10, 32, 20, 37, 50, 8, 33, 25, 23, 49]",True
3727,"[22, 39, 17, 36, 35, 16, 51, 15, 14, 59, 7, 19, 11, 0, 28, 24, 43, 12, 26, 29, 30, 18, 38, 56, 57, 48, 45, 27, 40, 46, 3, 21, 58, 41, 52, 6, 9, 53, 4, 42, 34, 1, 47, 2, 31, 13, 5, 44, 55, 54, 10, 32, 20, 37, 50, 8, 33, 25, 23, 49]",True
3727,"[22, 39, 17, 36, 35, 16, 51, 15, 14, 59, 7, 19, 11, 0, 28, 24, 43, 12, 26, 29, 30, 18, 38, 56, 57, 48, 45, 27, 40, 46, 3, 21, 58, 41, 52, 6, 9, 53, 4, 42, 34, 1, 47, 2, 31, 13, 5, 44, 55, 54, 10, 32, 20, 37, 50, 8, 33, 25, 23, 49]",True
